article_id,candidate_id,order,source_witness_id,source_pdf_page,source_printed_page,source_ocr_line_start,source_ocr_line_end,headword_es_ocr,cora_ocr,raw_span_ocr,separator_type,page_alignment_status,extraction_confidence,machine_status,machine_rationale,authority_status,release_eligible,human_verified
ORT1888-art-000318,ORT1888-cand-000318,318,ORTEGA1888-TEPIC-IA,30,26,1167,1167,Añudar algo,Ntitápe. Nete.,Añudar algo. — Ntitápe. Nete.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000319,ORT1888-cand-000319,319,ORTEGA1888-TEPIC-IA,30,26,1168,1168,Apacentar ganado,Huacuáite. Neti.,Apacentar ganado.— Huacuáite. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000320,ORT1888-cand-000320,320,ORTEGA1888-TEPIC-IA,30,26,1169,1169,Apagar fuego,Átiiátza. Ne.,Apagar fuego. — Átiiátza. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000321,ORT1888-cand-000321,321,ORTEGA1888-TEPIC-IA,30,26,1170,1170,Apagar la luz,Ak/itza. Ne. Ahéicata. Ne.,Apagar la luz. — Ak/itza. Ne. Ahéicata. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000322,ORT1888-cand-000322,322,ORTEGA1888-TEPIC-IA,30,26,1171,1172,Apalear,Teva. Neti.,Apalear. — Teva. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000323,ORT1888-cand-000323,323,ORTEGA1888-TEPIC-IA,30,26,1173,1173,Aparejarse para hacer algo,Timoátze. Ne.,Aparejarse para hacer algo.— Timoátze. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000324,ORT1888-cand-000324,324,ORTEGA1888-TEPIC-IA,30,26,1174,1174,Aparejar muías,Tezeáromaté. Neti.,Aparejar muías. — Tezeáromaté. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000325,ORT1888-cand-000325,325,ORTEGA1888-TEPIC-IA,30,26,1175,1175,Aparejo asi,Zearomoa.,Aparejo asi. — Zearomoa.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000326,ORT1888-cand-000326,326,ORTEGA1888-TEPIC-IA,30,26,1176,1176,Apartar algo,Báhuana. Nete.,"Apartar algo.,— Báhuana. Nete.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000327,ORT1888-cand-000327,327,ORTEGA1888-TEPIC-IA,30,26,1177,1180,Apartamiento así,Abáhuáueat.,Apartamiento así. — Abáhuáueat. | Apartar la gente para abrir camino. Uhuhuáhtache. | Unahuahtacbe.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000328,ORT1888-cand-000328,328,ORTEGA1888-TEPIC-IA,30,26,1181,1181,Apartar ganado,Auatáliuana. Nebuan tahua na.,Apartar ganado. — Auatáliuana. Nebuan tahua na.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000329,ORT1888-cand-000329,329,ORTEGA1888-TEPIC-IA,30,26,1182,1182,Apartarse dos caminos,Antacáte.,Apartarse dos caminos. — Antacáte.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000330,ORT1888-cand-000330,330,ORTEGA1888-TEPIC-IA,30,26,1183,1183,Aparte,Qea. Kémáeame.,"Aparte.,— Qea. Kémáeame.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000331,ORT1888-cand-000331,331,ORTEGA1888-TEPIC-IA,30,26,1184,1184,Apartarse del Caballo,Acamé. N.,Apartarse del Caballo. — Acamé. N.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000332,ORT1888-cand-000332,332,ORTEGA1888-TEPIC-IA,30,26,1185,1185,Apedrear á otro,Titoáxe. Neti.,Apedrear á otro. — Titoáxe. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000333,ORT1888-cand-000333,333,ORTEGA1888-TEPIC-IA,30,26,1186,1186,Apercibirse para hacer algo,Busca aparejarse.,Apercibirse para hacer algo. — Busca aparejarse.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000334,ORT1888-cand-000334,334,ORTEGA1888-TEPIC-IA,30,26,1187,1187,Apetecer algo,Xebé. Neti.,Apetecer algo. — Xebé. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000335,ORT1888-cand-000335,335,ORTEGA1888-TEPIC-IA,30,26,1188,1188,Aplacar a alguno,Taihmowhri. Neteu.,Aplacar a alguno. — Taihmowhri. Neteu.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000336,ORT1888-cand-000336,336,ORTEGA1888-TEPIC-IA,30,26,1189,1189,Aporrear con tierra alguna cosa,"Chuáma. Neti,","Aporrear con tierra alguna cosa. — Chuáma. Neti,",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000337,ORT1888-cand-000337,337,ORTEGA1888-TEPIC-IA,30,26,1190,1190,Aporrear á alguno,Meé. Neti.,Aporrear á alguno. — Meé. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000338,ORT1888-cand-000338,338,ORTEGA1888-TEPIC-IA,30,26,1191,1191,Apostar en el juego,Tea. Neti.,Apostar en el juego. — Tea. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000339,ORT1888-cand-000339,339,ORTEGA1888-TEPIC-IA,30,26,1192,1192,Aprensar,Tache. Neti.,Aprensar. — Tache. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000340,ORT1888-cand-000340,340,ORTEGA1888-TEPIC-IA,30,26,1193,1193,Aprensadora,Táchehat.,"Aprensadora, — Táchehat.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000341,ORT1888-cand-000341,341,ORTEGA1888-TEPIC-IA,30,26,1194,1196,Apresurarse,Viyéta. Neniyeta.,"Apresurarse, — Viyéta. Neniyeta.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
,ORT1888-cand-000342,342,ORTEGA1888-TEPIC-IA,30,26,1197,1202,mu,*n,mu-*n | 27,hyphen_variant,inferred_sequence,low,machine_rejected,prefolio_noise_between_consecutive_direct_page_anchors,machine_derived,False,False
ORT1888-art-000343,ORT1888-cand-000343,343,ORTEGA1888-TEPIC-IA,31,27,1203,1204,Apresuramiento,V.iyéfcat:,Apresuramiento. — V.iyéfcat:,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000344,ORT1888-cand-000344,344,ORTEGA1888-TEPIC-IA,31,27,1205,1206,Apretar algo con los brazos,Caté. Neti.,Apretar algo con los brazos. — Caté. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000345,ORT1888-cand-000345,345,ORTEGA1888-TEPIC-IA,31,27,1207,1208,Apretar la reata por medio de la carga,Á\¿ean&. Ne.,Apretar la reata por medio de la carga. — Á\¿ean&. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000346,ORT1888-cand-000346,346,ORTEGA1888-TEPIC-IA,31,27,1209,1211,Apretar por detras ó delante de la mida,Acurarahuána.,Apretar por detras ó delante de la mida. — Acurarahuána. | Ne. Acuracáne. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000347,ORT1888-cand-000347,347,ORTEGA1888-TEPIC-IA,31,27,1212,1213,Apretar como el tercio,Acurahékehua. Nete.,"Apretar como el tercio. ,— Acurahékehua. Nete.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000348,ORT1888-cand-000348,348,ORTEGA1888-TEPIC-IA,31,27,1214,1215,Apretar algo como la mano,Nteácate. Nete.,Apretar algo como la mano. — Nteácate. Nete.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000349,ORT1888-cand-000349,349,ORTEGA1888-TEPIC-IA,31,27,1216,1217,Apretar los dientes,s Aheche. Nebeche.,Apretar los dientes.— s Aheche. Nebeche.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000350,ORT1888-cand-000350,350,ORTEGA1888-TEPIC-IA,31,27,1218,1219,Apriesa,Viyetat.,Apriesa. — Viyetat.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000351,ORT1888-cand-000351,351,ORTEGA1888-TEPIC-IA,31,27,1220,1222,Apropiarse alguna cosa,Huateuacórtzite. Neteutancórt-,Apropiarse alguna cosa — Huateuacórtzite. Neteutancórt- | zite.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000352,ORT1888-cand-000352,352,ORTEGA1888-TEPIC-IA,31,27,1223,1224,Aprobar alguna cosa por buena,Taxébe. Neteu.,Aprobar alguna cosa por buena. — Taxébe. Neteu.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000353,ORT1888-cand-000353,353,ORTEGA1888-TEPIC-IA,31,27,1225,1226,Apuntar á otro,Gurebechi. Neti.,Apuntar á otro. — Gurebechi. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000354,ORT1888-cand-000354,354,ORTEGA1888-TEPIC-IA,31,27,1227,1228,Apuntalar algo,fttzit/é Neteu.,Apuntalar algo. — fttzit/é Neteu.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000355,ORT1888-cand-000355,355,ORTEGA1888-TEPIC-IA,31,27,1229,1231,Apuntar con el dedo a alguna parte,Vpauxeté. Vnauxe-,Apuntar con el dedo a alguna parte. -Vpauxeté. Vnauxe- | té.,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000356,ORT1888-cand-000356,356,ORTEGA1888-TEPIC-IA,31,27,1232,1233,Arpié hora?,Atzatue?,Arpié hora? — Atzatue?,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000357,ORT1888-cand-000357,357,ORTEGA1888-TEPIC-IA,31,27,1234,1235,Aquel,Aehpu.,Aquel. -^Aehpu.,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000358,ORT1888-cand-000358,358,ORTEGA1888-TEPIC-IA,31,27,1236,1237,Aquellos,A ehmo.,Aquellos. — A ehmo.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000359,ORT1888-cand-000359,359,ORTEGA1888-TEPIC-IA,31,27,1238,1239,Aquello,Etnie. Mtf^inuec.,Aquello. — Etnie. Mtf^inuec.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000360,ORT1888-cand-000360,360,ORTEGA1888-TEPIC-IA,31,27,1240,1241,Aqueso mismo,Amuéhca.,Aqueso mismo. — Amuéhca.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000361,ORT1888-cand-000361,361,ORTEGA1888-TEPIC-IA,31,27,1242,1243,Aqueste mismo,Tic.,Aqueste mismo. — Tic.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000362,ORT1888-cand-000362,362,ORTEGA1888-TEPIC-IA,31,27,1244,1245,A qué tiempo?,Anatuc?,A qué tiempo? — Anatuc?,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000363,ORT1888-cand-000363,363,ORTEGA1888-TEPIC-IA,31,27,1246,1247,Aquí,Iye.,Aquí. — Iye.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000364,ORT1888-cand-000364,364,ORTEGA1888-TEPIC-IA,31,27,1248,1249,A quien?,Atac?,A quien?; — Atac?,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000365,ORT1888-cand-000365,365,ORTEGA1888-TEPIC-IA,31,27,1250,1251,Arar con bueyes,Taceáhua. Ne.,Arar con bueyes. — Taceáhua. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000366,ORT1888-cand-000366,366,ORTEGA1888-TEPIC-IA,31,27,1252,1253,Araña,"Tucati. pl. Tu cate i,","Araña. — Tucati. pl. Tu cate i,",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000367,ORT1888-cand-000367,367,ORTEGA1888-TEPIC-IA,31,27,1254,1256,"Árbol, generalmente palo ó madero",^Couyet.,"Árbol, generalmente palo ó madero.— ^Couyet. | Árbol cuya raiz tomada en la boca es muy eficaz para do-",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000368,ORT1888-cand-000368,368,ORTEGA1888-TEPIC-IA,31,27,1257,1259,lor de muelas,Tamaehhuoa.,lor de muelas. — Tamaehhuoa. | Árbol cuya corteza sirve para ínchasones de golpe y para,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000369,ORT1888-cand-000369,369,ORTEGA1888-TEPIC-IA,31,27,1260,1265,encarnar mataduras de Caballo,Hunuaxá.,encarnar mataduras de Caballo. — Hunuaxá. | BÍírea*'^,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000370,ORT1888-cand-000370,370,ORTEGA1888-TEPIC-IA,32,28,1269,1272,matar los piojos,Umuás-,"matar los piojos. — Umuás- | í las mujeres, que pa-",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000371,ORT1888-cand-000371,371,ORTEGA1888-TEPIC-IA,32,28,1273,1278,em peines,Aitzü-,"em peines. — Aitzü- | ani males, como Le.o- | Arbol cuya corteza sirve para",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000372,ORT1888-cand-000372,372,ORTEGA1888-TEPIC-IA,32,28,1282,1287,decen de las caderas,Muaxa.,decen de las caderas. — Muaxa. | Árbol cuya leche es buena para cu raí | ri. | Árbol cuya raiz es eficaz para matar,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000373,ORT1888-cand-000373,373,ORTEGA1888-TEPIC-IA,32,28,1288,1290,"nes, Caimanes, etc",Cayechi.,"nes, Caimanes, etc. — Cayechi. | Árbol cuyas hojas y cáscalas hervidas, y bebida el agua",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000374,ORT1888-cand-000374,374,ORTEGA1888-TEPIC-IA,32,28,1291,1295,dicen ser eficaz para el que tiene cursos,Euvn.,dicen ser eficaz para el que tiene cursos. — Euvn. | Árbol cuya corteza suele servir de jabón á los pobres. — | Quanixa. | Árbol cuya raiz es eficaz para soldar cualquier hueso que-,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000375,ORT1888-cand-000375,375,ORTEGA1888-TEPIC-IA,32,28,1296,1296,brado,Náchiabhua.,brado.— Náchiabhua.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000376,ORT1888-cand-000376,376,ORTEGA1888-TEPIC-IA,32,28,1297,1297,Arboleda,Cóuyetzahta,Arboleda. — Cóuyetzahta,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000377,ORT1888-cand-000377,377,ORTEGA1888-TEPIC-IA,32,28,1298,1298,Arco para tirar flecha,Tunamoati.,Arco para tirar flecha. — Tunamoati.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000378,ORT1888-cand-000378,378,ORTEGA1888-TEPIC-IA,32,28,1299,1299,Arco del cielo,Cuuxat.,Arco del cielo. — Cuuxat.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000379,ORT1888-cand-000379,379,ORTEGA1888-TEPIC-IA,31,27,1300,1300,Arco,Tot u a ri.,Arco. — Tot u a ri.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000380,ORT1888-cand-000380,380,ORTEGA1888-TEPIC-IA,32,28,1301,1301,Arcos poner,Titotna. Ne.,Arcos poner.— Titotna. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000381,ORT1888-cand-000381,381,ORTEGA1888-TEPIC-IA,32,28,1302,1302,Arderse algo,Taa Nea.,Arderse algo — Taa Nea.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000382,ORT1888-cand-000382,382,ORTEGA1888-TEPIC-IA,32,28,1303,1303,Arder la lumbre,Ata.,Arder la lumbre. — Ata.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000383,ORT1888-cand-000383,383,ORTEGA1888-TEPIC-IA,32,28,1304,1304,Arder la candela,Antitá.,Arder la candela. — Antitá.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000384,ORT1888-cand-000384,384,ORTEGA1888-TEPIC-IA,32,28,1305,1305,Arena,Cehti.,Arena. — Cehti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000385,ORT1888-cand-000385,385,ORTEGA1888-TEPIC-IA,32,28,1306,1306,Arenal. r,Ceáta.,Arenal. r-Ceáta.,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000386,ORT1888-cand-000386,386,ORTEGA1888-TEPIC-IA,32,28,1307,1307,Arenosa cosa,Ceamuavi.,Arenosa cosa. — Ceamuavi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000387,ORT1888-cand-000387,387,ORTEGA1888-TEPIC-IA,32,28,1308,1309,Arina,Maa/^wziti.,Arina. — Maa/^wziti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000388,ORT1888-cand-000388,388,ORTEGA1888-TEPIC-IA,32,28,1310,1310,Armarse para batalla,Utahua. Nean tahua.,Armarse para batalla.-- Utahua. Nean tahua.,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000389,ORT1888-cand-000389,389,ORTEGA1888-TEPIC-IA,32,28,1311,1311,"Armadillo, animal",X^wyet. pl. tzi,"Armadillo, animal. — X^wyet. pl. tzi",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000390,ORT1888-cand-000390,390,ORTEGA1888-TEPIC-IA,32,28,1312,1312,Arraigarse algo ó hechar raices,Ahuaobauate. N.,Arraigarse algo ó hechar raices. — Ahuaobauate. N.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000391,ORT1888-cand-000391,391,ORTEGA1888-TEPIC-IA,32,28,1313,1313,Arrancar algo de raiz,", Tacú pí. Nete.","Arrancar algo de raiz.— , Tacú pí. Nete.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000392,ORT1888-cand-000392,392,ORTEGA1888-TEPIC-IA,32,28,1314,1319,Arrancar lo que está hincado,"Tana, Nete.","Arrancar lo que está hincado. — Tana, Nete. | 29",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000393,ORT1888-cand-000393,393,ORTEGA1888-TEPIC-IA,33,29,1320,1321,Arrancar pelos,Tacupi. Nete._,Arrancar pelos --Tacupi. Nete._,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000394,ORT1888-cand-000394,394,ORTEGA1888-TEPIC-IA,33,29,1322,1323,Arrastrar algo,Teahánane. Neti.,Arrastrar algo. — Teahánane. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000395,ORT1888-cand-000395,395,ORTEGA1888-TEPIC-IA,33,29,1324,1325,Arrastrar el Caballo á alguno,Tzftrazte. Neten.,Arrastrar el Caballo á alguno. — Tzftrazte. Neten.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000396,ORT1888-cand-000396,396,ORTEGA1888-TEPIC-IA,33,29,1326,1327,Arrastrar de los cabellos,".Cancona, Neti.","Arrastrar de los cabellos.— .Cancona, Neti.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000397,ORT1888-cand-000397,397,ORTEGA1888-TEPIC-IA,33,29,1328,1329,Arrebatar algo,Ahueanahuári. Nete.,"Arrebatar algo. ,— Ahueanahuári. Nete.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000398,ORT1888-cand-000398,398,ORTEGA1888-TEPIC-IA,33,29,1330,1331,Arremangar á la muger,Vhyeuhpata. Nete.,Arremangar á la muger. — Vhyeuhpata. Nete.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000399,ORT1888-cand-000399,399,ORTEGA1888-TEPIC-IA,33,29,1332,1333,Arrendar algo á renta,Tte Neten.,Arrendar algo á renta. — Tte Neten.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000400,ORT1888-cand-000400,400,ORTEGA1888-TEPIC-IA,33,29,1334,1335,Arrepentirse de lo hecho,.Autaumuarercaca. N.,Arrepentirse de lo hecho. — .Autaumuarercaca. N.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000401,ORT1888-cand-000401,401,ORTEGA1888-TEPIC-IA,33,29,1336,1337,Anesgarse á hacer algo. r,Veanheiyete. Nucaneiyete.,Anesgarse á hacer algo. r-Veanheiyete. Nucaneiyete.,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000402,ORT1888-cand-000402,402,ORTEGA1888-TEPIC-IA,33,29,1338,1339,Arriba,Méhtevi.,Arriba.— Méhtevi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000403,ORT1888-cand-000403,403,ORTEGA1888-TEPIC-IA,33,29,1340,1341,Arriba no lejos,Mehtivéhiri.,Arriba no lejos. — Mehtivéhiri.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000404,ORT1888-cand-000404,404,ORTEGA1888-TEPIC-IA,33,29,1342,1343,Arriba lejos y alto conn» el cerro,Vhtevicühmoa.,Arriba lejos y alto conn» el cerro. ^-Vhtevicühmoa.,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000405,ORT1888-cand-000405,405,ORTEGA1888-TEPIC-IA,33,29,1344,1345,Ai riba por donde viene el rio,Yuhtepoa. Mehtepoa.,Ai riba por donde viene el rio. — Yuhtepoa. Mehtepoa.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000406,ORT1888-cand-000406,406,ORTEGA1888-TEPIC-IA,33,29,1346,1347,Arriba como en la azotea,Méntevi.,Arriba como en la azotea. — Méntevi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000407,ORT1888-cand-000407,407,ORTEGA1888-TEPIC-IA,33,29,1348,1350,Animarse á alguna cosa,Etzanpuhaxcuhre. Etzanuá,Animarse á alguna cosa. — Etzanpuhaxcuhre. Etzanuá | xenliere.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000408,ORT1888-cand-000408,408,ORTEGA1888-TEPIC-IA,33,29,1351,1351,Arrodillarse,Ti ton 6'. Neatonó.,Arrodillarse. — Ti ton 6'. Neatonó.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000409,ORT1888-cand-000409,409,ORTEGA1888-TEPIC-IA,33,29,1352,1352,Atrojar algo,Tae. Neten.,Atrojar algo. — Tae. Neten.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000410,ORT1888-cand-000410,410,ORTEGA1888-TEPIC-IA,33,29,1353,1354,Arroyo,A<hit.,Arroyo. — A<hit.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000411,ORT1888-cand-000411,411,ORTEGA1888-TEPIC-IA,33,29,1355,1355,"Arrollar manta, estera, etc",Tahiií. Neten.,"Arrollar manta, estera, etc. — Tahiií. Neten.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000412,ORT1888-cand-000412,412,ORTEGA1888-TEPIC-IA,33,29,1356,1356,Arropai',Bánamoa. Nete.,Arropai'. — Bánamoa. Nete.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000413,ORT1888-cand-000413,413,ORTEGA1888-TEPIC-IA,33,29,1357,1357,Arrugar ó plegar,Auxütaí. Neti.,Arrugar ó plegar. — Auxütaí. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000414,ORT1888-cand-000414,414,ORTEGA1888-TEPIC-IA,33,29,1358,1358,Arrugada tener la cara,Viteahuaini Ne.,"Arrugada tener la cara, — Viteahuaini Ne.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000415,ORT1888-cand-000415,415,ORTEGA1888-TEPIC-IA,33,29,1359,1359,Altarse por comer mucho,Huatahuxái. Natahuaxai.,Altarse por comer mucho. — Huatahuxái. Natahuaxai.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000416,ORT1888-cand-000416,416,ORTEGA1888-TEPIC-IA,33,29,1360,1360,Asaetear,Tamui. Neten.,Asaetear. — Tamui. Neten.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
ORT1888-art-000417,ORT1888-cand-000417,417,ORTEGA1888-TEPIC-IA,33,29,1361,1361,Asco tener de algo,Xanavi Neti.,"Asco tener de algo. ,— Xanavi Neti.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,True,False
