ID,Language_ID,Headword,Part_Of_Speech,Source,CHD_Candidate_ID,CHD_Source_Witness_ID,CHD_Source_PDF_Page,CHD_Source_Printed_Page,CHD_Source_OCR_Line_Start,CHD_Source_OCR_Line_End,CHD_Raw_Span_OCR,CHD_Separator_Type,CHD_Page_Alignment_Status,CHD_Extraction_Confidence,CHD_Machine_Status,CHD_Machine_Rationale,CHD_Authority_Status,CHD_Release_Eligible,CHD_Human_Verified
ORT1888-art-000461,spa,Aventajar,,Ortega1888[31],ORT1888-cand-000461,ORTEGA1888-TEPIC-IA,35,31,1436,1437,Aventajar. — Amuaéhyetc Nete.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000462,spa,Aventar como trigo,,Ortega1888[31],ORT1888-cand-000462,ORTEGA1888-TEPIC-IA,35,31,1438,1439,Aventar como trigo. — Neatze. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000463,spa,Añilar el adive,,Ortega1888[31],ORT1888-cand-000463,ORTEGA1888-TEPIC-IA,35,31,1440,1441,Añilar el adive. — Ktfaxa.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000464,spa,Ann no,,Ortega1888[31],ORT1888-cand-000464,ORTEGA1888-TEPIC-IA,35,31,1442,1443,Ann no. — Cexepó.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000465,spa,Anni|iie,,Ortega1888[31],ORT1888-cand-000465,ORTEGA1888-TEPIC-IA,35,31,1444,1445,Anni|iie. — Teinneri.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000466,spa,"Avenir, ó salir de madre e! rio",,Ortega1888[31],ORT1888-cand-000466,ORTEGA1888-TEPIC-IA,35,31,1446,1447,"Avenir, ó salir de madre e! rio. — Me",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000467,spa,"Aventar, hacer aire",,Ortega1888[31],ORT1888-cand-000467,ORTEGA1888-TEPIC-IA,35,31,1448,1449,"Aventar, hacer aire. — Ahnttzé. Ne,",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000468,spa,Aventador así,,Ortega1888[31],ORT1888-cand-000468,ORTEGA1888-TEPIC-IA,35,31,1450,1453,Aventador así. — TiheaUlhw-Mna. | Aventarse el vientre. Cnnztna.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000469,spa,Avergonzar á otro,,Ortega1888[31],ORT1888-cand-000469,ORTEGA1888-TEPIC-IA,35,31,1454,1455,Avergonzar á otro. ^-Te via. Kete Neti.,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000470,spa,Aver ambre,,Ortega1888[31],ORT1888-cand-000470,ORTEGA1888-TEPIC-IA,35,31,1456,1457,Aver ambre. — Tülirixo.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000471,spa,Axi ó pimentón,,Ortega1888[31],ORT1888-cand-000471,ORTEGA1888-TEPIC-IA,35,31,1458,1459,Axi ó pimentón. — Cncniit.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000472,spa,Axi de los cerros,,Ortega1888[31],ORT1888-cand-000472,ORTEGA1888-TEPIC-IA,35,31,1460,1461,Axi de los cerros. — ..Purái.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000473,spa,Aceederse alofo,,Ortega1888[31],ORT1888-cand-000473,ORTEGA1888-TEPIC-IA,35,31,1462,1467,Aceederse alofo. — Hnatetzinaca. | v^ve.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000474,spa,tener el estomago,,Ortega1888[31],ORT1888-cand-000474,ORTEGA1888-TEPIC-IA,35,31,1468,1473,"tener el estomago. — Tatareáhna. N< | Acedo, | Azero, lo mismo.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000475,spa,"Azul, color",,Ortega1888[31],ORT1888-cand-000475,ORTEGA1888-TEPIC-IA,35,31,1475,1476,"Azul, color. — Hnarávi",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000476,spa,Ambre,,Ortega1888[31],ORT1888-cand-000476,ORTEGA1888-TEPIC-IA,35,31,1477,1478,Ambre. -Tzürit.,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000477,spa,Ambre tener,,Ortega1888[31],ORT1888-cand-000477,ORTEGA1888-TEPIC-IA,35,31,1479,1480,Ambre tener. — Icuatn. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000478,spa,Ardilla por su especie pequeña,,Ortega1888[31],ORT1888-cand-000478,ORTEGA1888-TEPIC-IA,35,31,1481,1482,"Ardilla por su especie pequeña. — Cahtzai. pl,",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000479,spa,Ardilla por su especie grande,,Ortega1888[31],ORT1888-cand-000479,ORTEGA1888-TEPIC-IA,35,31,1483,1484,Ardilla por su especie grande. — Teake. pl. ri.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000480,spa,Ardilla que suele bajar al rio,,Ortega1888[31],ORT1888-cand-000480,ORTEGA1888-TEPIC-IA,35,31,1485,1486,Ardilla que suele bajar al rio.— Cheaehni. pl. tzi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000481,spa,Átomo,,Ortega1888[31],ORT1888-cand-000481,ORTEGA1888-TEPIC-IA,35,31,1487,1492,Átomo. — Cnrúi. pl. tzi. | tzi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000482,spa,Baba,,Ortega1888[32],ORT1888-cand-000482,ORTEGA1888-TEPIC-IA,36,32,1498,1499,Baba . - — Eu n c ai &,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000483,spa,Babear,,Ortega1888[32],ORT1888-cand-000483,ORTEGA1888-TEPIC-IA,36,32,1500,1501,Babear. -^Vbachrieá N.,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000484,spa,Baso para coser las tortillas,,Ortega1888[32],ORT1888-cand-000484,ORTEGA1888-TEPIC-IA,36,32,1502,1503,"Baso para coser las tortillas. ,— Xakéti.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000485,spa,"Baso, parte interior",,Ortega1888[32],ORT1888-cand-000485,ORTEGA1888-TEPIC-IA,36,32,1504,1505,"Baso, parte interior.— sVz-neam.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000486,spa,Bagre,,Ortega1888[32],ORT1888-cand-000486,ORTEGA1888-TEPIC-IA,36,32,1506,1507,Bagre. — Mucizit.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000487,spa,Bahcar,,Ortega1888[32],ORT1888-cand-000487,ORTEGA1888-TEPIC-IA,36,32,1508,1509,"Bahcar, — Tayeye. Ne.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000488,spa,Baho que sale de la boca,,Ortega1888[32],ORT1888-cand-000488,ORTEGA1888-TEPIC-IA,36,32,1510,1511,"Baho que sale de la boca — Yuexu&ii,",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000489,spa,Baho que sale tie la tíerra,,Ortega1888[32],ORT1888-cand-000489,ORTEGA1888-TEPIC-IA,36,32,1512,1513,Baho que sale tie la tíerra.-^-Keutzitú,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000490,spa,Bailar algún son,,Ortega1888[32],ORT1888-cand-000490,ORTEGA1888-TEPIC-IA,36,32,1514,1515,Bailar algún son. — Ne. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000491,spa,Bajar uno de lo alto,,Ortega1888[32],ORT1888-cand-000491,ORTEGA1888-TEPIC-IA,36,32,1516,1517,Bajar uno de lo alto. — Acame. N.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000492,spa,Bajo de cuerpo,,Ortega1888[32],ORT1888-cand-000492,ORTEGA1888-TEPIC-IA,36,32,1518,1519,Bajo de cuerpo. — Atzutetévi. Ateupuliuatebé.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000493,spa,Balza para pasar el rio,,Ortega1888[32],ORT1888-cand-000493,ORTEGA1888-TEPIC-IA,36,32,1520,1521,Balza para pasar el rio. — Vtát/.iti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000494,spa,Bañar á otro,,Ortega1888[32],ORT1888-cand-000494,ORTEGA1888-TEPIC-IA,36,32,1522,1523,Bañar á otro. — Eiya. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000495,spa,"Baño, el acto de bañarse",,Ortega1888[32],ORT1888-cand-000495,ORTEGA1888-TEPIC-IA,36,32,1524,1525,"Baño, el acto de bañarse.,— Ehiyat.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000496,spa,Bañarsa,,Ortega1888[32],ORT1888-cand-000496,ORTEGA1888-TEPIC-IA,36,32,1526,1527,Bañarsa. — EÍiua. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000497,spa,"Barata, darse la cosa",,Ortega1888[32],ORT1888-cand-000497,ORTEGA1888-TEPIC-IA,36,32,1528,1529,"Barata, darse la cosa. — Capuachuanáhshi.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000498,spa,Barbero,,Ortega1888[32],ORT1888-cand-000498,ORTEGA1888-TEPIC-IA,36,32,1530,1531,Barbero. — Titemwtfeizi. Pehuanie pl. tzi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000499,spa,Barbo,,Ortega1888[32],ORT1888-cand-000499,ORTEGA1888-TEPIC-IA,36,32,1532,1533,"Barbo. — Busca, Bagre.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000500,spa,"Barniz, que ponen a las bateas",,Ortega1888[32],ORT1888-cand-000500,ORTEGA1888-TEPIC-IA,36,32,1534,1535,"Barniz, que ponen a las bateas. — Zeatárit.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000501,spa,Barnizar asi,,Ortega1888[32],ORT1888-cand-000501,ORTEGA1888-TEPIC-IA,36,32,1536,1537,Barnizar asi. — Ewhnua. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000502,spa,Barranca,,Ortega1888[32],ORT1888-cand-000502,ORTEGA1888-TEPIC-IA,36,32,1538,1539,Barranca. — Xaiiáké,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000503,spa,Barranca aver,,Ortega1888[32],ORT1888-cand-000503,ORTEGA1888-TEPIC-IA,36,32,1540,1541,Barranca aver. — Hun xana.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000504,spa,Barrenar,,Ortega1888[32],ORT1888-cand-000504,ORTEGA1888-TEPIC-IA,36,32,1542,1543,Barrenar. — Busca agujerar con barrena.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000505,spa,Barrer,,Ortega1888[32],ORT1888-cand-000505,ORTEGA1888-TEPIC-IA,36,32,1544,1545,Barrer. — Techaoufa. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000506,spa,Barriga,,Ortega1888[32],ORT1888-cand-000506,ORTEGA1888-TEPIC-IA,36,32,1546,1547,Barriga. — Húacáti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000507,spa,Barro,,Ortega1888[32],ORT1888-cand-000507,ORTEGA1888-TEPIC-IA,36,32,1548,1549,Barro. — Xarit.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000508,spa,"Barba, parte de la cara",,Ortega1888[32],ORT1888-cand-000508,ORTEGA1888-TEPIC-IA,36,32,1550,1551,"Barba, parte de la cara. — Ayaéhrit.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000509,spa,"Barba, pelos de la cara",,Ortega1888[32],ORT1888-cand-000509,ORTEGA1888-TEPIC-IA,36,32,1552,1553,"Barba, pelos de la cara. — Mucizit.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000510,spa,"Basta, cosa sin pulir",,Ortega1888[32],ORT1888-cand-000510,ORTEGA1888-TEPIC-IA,36,32,1554,1559,"Basta, cosa sin pulir. — Cacutzápé. | Basta, mandando cesas de la obra, Arepoá. | che.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000511,spa,Bastecer al que va ele camino,,Ortega1888[33],ORT1888-cand-000511,ORTEGA1888-TEPIC-IA,37,33,1576,1577,Bastecer al que va ele camino. — Aínete. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000512,spa,Bastimento tal,,Ortega1888[33],ORT1888-cand-000512,ORTEGA1888-TEPIC-IA,37,33,1578,1579,Bastimento tal. — sYuéti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000513,spa,Bastón,,Ortega1888[33],ORT1888-cand-000513,ORTEGA1888-TEPIC-IA,37,33,1580,1581,Bastón. — Uz^/hti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000514,spa,Batallar los exércitos,,Ortega1888[33],ORT1888-cand-000514,ORTEGA1888-TEPIC-IA,37,33,1582,1583,Batallar los exércitos. — Míwcuhuáhta,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000515,spa,Batea de la tierra,,Ortega1888[33],ORT1888-cand-000515,ORTEGA1888-TEPIC-IA,37,33,1584,1585,Batea de la tierra. — Tüxat.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000516,spa,Bautizar,,Ortega1888[33],ORT1888-cand-000516,ORTEGA1888-TEPIC-IA,37,33,1586,1587,Bautizar. — Euhiya.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000517,spa,Bautismo,,Ortega1888[33],ORT1888-cand-000517,ORTEGA1888-TEPIC-IA,37,33,1588,1589,Bautismo. — Euhriat.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000518,spa,Bautistei'ío,,Ortega1888[33],ORT1888-cand-000518,ORTEGA1888-TEPIC-IA,37,33,1590,1591,Bautistei'ío. — Mehteu acare.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000519,spa,Bajo,,Ortega1888[32],ORT1888-cand-000519,ORTEGA1888-TEPIC-IA,36,32,1592,1593,Bajo. — Nado — Taheté.,em_dash,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000520,spa,Beber,,Ortega1888[33],ORT1888-cand-000520,ORTEGA1888-TEPIC-IA,37,33,1594,1595,Beber. —Ye. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000521,spa,Beber llevando el agua a la boca,,Ortega1888[33],ORT1888-cand-000521,ORTEGA1888-TEPIC-IA,37,33,1596,1597,Beber llevando el agua a la boca.- — Ucáye. Nete.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000522,spa,Begiga,,Ortega1888[33],ORT1888-cand-000522,ORTEGA1888-TEPIC-IA,37,33,1598,1599,Begiga. — Zixúriti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000523,spa,Bellota de encino,,Ortega1888[33],ORT1888-cand-000523,ORTEGA1888-TEPIC-IA,37,33,1600,1601,Bellota de encino. — Zeuhatacái.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000524,spa,Beodo,,Ortega1888[33],ORT1888-cand-000524,ORTEGA1888-TEPIC-IA,37,33,1602,1603,Beodo. — Tahua. [>1. Meta rúa.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000525,spa,Berdolagas,,Ortega1888[33],ORT1888-cand-000525,ORTEGA1888-TEPIC-IA,37,33,1604,1605,Berdolagas — Naca ri xa.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000526,spa,Berraco,,Ortega1888[33],ORT1888-cand-000526,ORTEGA1888-TEPIC-IA,37,33,1606,1607,Berraco. — Tuixo. pl. ri.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000527,spa,Berruga,,Ortega1888[33],ORT1888-cand-000527,ORTEGA1888-TEPIC-IA,37,33,1608,1609,Berruga. — Teaxkeriti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000528,spa,Besar á otro,,Ortega1888[33],ORT1888-cand-000528,ORTEGA1888-TEPIC-IA,37,33,1610,1611,Besar á otro. — Ancateniemoa. Nete.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000529,spa,"Baso, tal",,Ortega1888[33],ORT1888-cand-000529,ORTEGA1888-TEPIC-IA,37,33,1612,1617,"Baso, tal.— ^Téncat. | Besar las manos ó pies.- | Beber agua con la mam",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000530,spa,Bebida de maiz tostado,,Ortega1888[33],ORT1888-cand-000530,ORTEGA1888-TEPIC-IA,37,33,1620,1620,Bebida de maiz tostado. — Atuxari.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000531,spa,Bebida de chia y maiz tostado,,Ortega1888[33],ORT1888-cand-000531,ORTEGA1888-TEPIC-IA,37,33,1621,1621,Bebida de chia y maiz tostado. — Quamehrit.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000532,spa,"Bebida, otra de maiz",,Ortega1888[33],ORT1888-cand-000532,ORTEGA1888-TEPIC-IA,37,33,1622,1624,"Bebida, otra de maiz — Tzinácateri. | Bibora.^Xayéti. pl. Xayetzi.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000533,spa,Bibora otra que llaman coralillo,,Ortega1888[33],ORT1888-cand-000533,ORTEGA1888-TEPIC-IA,37,33,1625,1625,Bibora otra que llaman coralillo. — Tetapohuitme,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000534,spa,Bien está ado,,Ortega1888[33],ORT1888-cand-000534,ORTEGA1888-TEPIC-IA,37,33,1626,1626,"Bien está ado. — Xapoé, Xápoená.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000535,spa,B i u d a,,Ortega1888[33],ORT1888-cand-000535,ORTEGA1888-TEPIC-IA,37,33,1627,1628,B i u d a . — Té m n a v i .,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000536,spa,Blanco de color,,Ortega1888[33],ORT1888-cand-000536,ORTEGA1888-TEPIC-IA,37,33,1629,1629,Blanco de color. — Quamá. pl. Meaquainavi.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000537,spa,"Blanco, hacer blanquear",,Ortega1888[33],ORT1888-cand-000537,ORTEGA1888-TEPIC-IA,37,33,1630,1630,"Blanco, hacer blanquear. — Quáinarimoa. Neti.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000538,spa,Blanda cosa,,Ortega1888[33],ORT1888-cand-000538,ORTEGA1888-TEPIC-IA,37,33,1631,1636,Blanda cosa. — Huamuáini. | Nalichi. Neti. | arrojándola á,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000539,spa,boca,,Ortega1888[32],ORT1888-cand-000539,ORTEGA1888-TEPIC-IA,36,32,1638,1643,boca. — Ahyé. | 34,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000540,spa,Bledos,,Ortega1888[34],ORT1888-cand-000540,ORTEGA1888-TEPIC-IA,38,34,1644,1645,Bledos. — Aguauhtle. Va vét.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000541,spa,Bledos negros,,Ortega1888[34],ORT1888-cand-000541,ORTEGA1888-TEPIC-IA,38,34,1646,1647,Bledos negros. — Chíxreu.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000542,spa,Bledos amarillos,,Ortega1888[34],ORT1888-cand-000542,ORTEGA1888-TEPIC-IA,38,34,1648,1649,Bledos amarillos. — Veúte.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000543,spa,Bledos blancos,,Ortega1888[34],ORT1888-cand-000543,ORTEGA1888-TEPIC-IA,38,34,1650,1651,Bledos blancos. — Moatzetfbiwíme.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000544,spa,Boca,,Ortega1888[33],ORT1888-cand-000544,ORTEGA1888-TEPIC-IA,37,33,1652,1653,Boca.— N Ten ni ti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000545,spa,Bofe,,Ortega1888[34],ORT1888-cand-000545,ORTEGA1888-TEPIC-IA,38,34,1654,1655,Bofe. — Neámoat.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000546,spa,Bofetadas dar. r,,Ortega1888[34],ORT1888-cand-000546,ORTEGA1888-TEPIC-IA,38,34,1656,1657,Bofetadas dar. r— Vífcebechéxe. Neti.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000547,spa,Bola,,Ortega1888[34],ORT1888-cand-000547,ORTEGA1888-TEPIC-IA,38,34,1658,1659,Bola.— Vrá.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000548,spa,Bolar,,Ortega1888[34],ORT1888-cand-000548,ORTEGA1888-TEPIC-IA,38,34,1660,1661,Bolar.— Huataá. Nataa.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000549,spa,Bol ver de donde fué,,Ortega1888[34],ORT1888-cand-000549,ORTEGA1888-TEPIC-IA,38,34,1662,1663,Bol ver de donde fué. — Huacuréme. Nacuréme.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000550,spa,Bolver lo dentro á fuera,,Ortega1888[34],ORT1888-cand-000550,ORTEGA1888-TEPIC-IA,38,34,1664,1666,Bolver lo dentro á fuera.. — Puhmanpuhuateahpüa. Puh- | mannuhuteahpua.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000551,spa,Bordón,,Ortega1888[34],ORT1888-cand-000551,ORTEGA1888-TEPIC-IA,38,34,1667,1667,Bordón. — Busca bastón.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000552,spa,Borracho,,Ortega1888[34],ORT1888-cand-000552,ORTEGA1888-TEPIC-IA,38,34,1668,1668,Borracho. — Busca beodo.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000553,spa,Borrachera,,Ortega1888[34],ORT1888-cand-000553,ORTEGA1888-TEPIC-IA,38,34,1669,1669,Borrachera. — Tahua riat.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000554,spa,Borrar,,Ortega1888[34],ORT1888-cand-000554,ORTEGA1888-TEPIC-IA,38,34,1670,1670,"Borrar,-^ Tea n. Neteu.",hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000555,spa,Bossar ó bomitar,,Ortega1888[34],ORT1888-cand-000555,ORTEGA1888-TEPIC-IA,38,34,1671,1671,Bossar ó bomitar. — Ha;i. Ne.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000556,spa,Bossadura tal,,Ortega1888[34],ORT1888-cand-000556,ORTEGA1888-TEPIC-IA,38,34,1672,1672,Bossadura tal. — Iíaárit.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000557,spa,Bostessar,,Ortega1888[34],ORT1888-cand-000557,ORTEGA1888-TEPIC-IA,38,34,1673,1673,Bostessar.- Ateahua. Ne.,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000558,spa,Botón de la flor,,Ortega1888[34],ORT1888-cand-000558,ORTEGA1888-TEPIC-IA,38,34,1674,1674,Botón de la flor. — Háeéaíhte.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000559,spa,"Braza, una, midiendo",,Ortega1888[34],ORT1888-cand-000559,ORTEGA1888-TEPIC-IA,38,34,1675,1675,"Braza, una, midiendo. — Cemoamat.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000560,spa,"Bracear, menear los brazos",,Ortega1888[34],ORT1888-cand-000560,ORTEGA1888-TEPIC-IA,38,34,1676,1676,"Bracear, menear los brazos. — Muamabé. Ne.",em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000561,spa,Brazo,,Ortega1888[34],ORT1888-cand-000561,ORTEGA1888-TEPIC-IA,38,34,1677,1677,Brazo. — Moamati.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000562,spa,Braza,,Ortega1888[34],ORT1888-cand-000562,ORTEGA1888-TEPIC-IA,38,34,1678,1678,Braza. — Busca ascua.,em_dash,matched_headword,high,machine_accepted,direct_page_headword_match,machine_derived,true,false
ORT1888-art-000563,spa,Brasil,,Ortega1888[34],ORT1888-cand-000563,ORTEGA1888-TEPIC-IA,38,34,1679,1679,Brasil.^-Eutzati.,hyphen_variant,matched_headword,medium,machine_accepted,direct_page_headword_match,machine_derived,true,false
